ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Orientación,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,OrientaciÃ³n,Bodegas,Tipo de casa,Tipo de propiedad,Disposición,Número de piso de la unidad,Departamentos por piso,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
1425770851,yucatán,casa,https://casa.metroscubicos.com/MLM-1425770851-casa-en-cholul-merida-yucatan-mexico-ima-_JM,"$630,085",Mérida,Cholul,130 m²,100 m²,,3,2,2,,5 años,0 MXN,Norte,,,,,,,,,,,,,,,,
1422840754,yucatán,residencia,https://casa.metroscubicos.com/MLM-1422840754-residencia-estilo-californiana-en-venta-en-cholul-yucatan-_JM,"$20,000,000",Mérida,Cholul,1526 m²,904 m²,9,4,4,4,,5 años,,,,,,,,,,,,,,,,,,
1424702751,yucatán,venta,https://casa.metroscubicos.com/MLM-1424702751-venta-hermosa-casa-amueblada-frente-al-mar-en-chicxulub-_JM,"$25,000,000",Progreso,Chicxulub Puerto,768 m²,320 m²,11,5,5,7,,0 años,,,,,,,,,,,,,,,,,,
1424239738,yucatán,casa,https://casa.metroscubicos.com/MLM-1424239738-casa-en-venta-vista-alegre-_JM,"$6,900,000",Mérida,Vista Alegre,579 m²,563 m²,10,4,3,4,,0 años,,,,,,,,,,,,,,,,,,
1422859810,yucatán,casa,https://casa.metroscubicos.com/MLM-1422859810-casa-en-venta-y-renta-en-privada-clover-leaf-en-cholul-si-_JM,"$2,850,000",Mérida,Cholul,267 m²,182 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1422817875,yucatán,casa,https://casa.metroscubicos.com/MLM-1422817875-casa-en-venta-en-merida-la-rejoyada-komchen-_JM,"$5,500,000",Mérida,La Rejoyada,635 m²,380 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1423596704,yucatán,venta,https://casa.metroscubicos.com/MLM-1423596704-venta-de-townhouses-de-lujo-en-cholul-_JM,"$2,479,000",Mérida,Cholul,133 m²,133 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1424709652,yucatán,casa,https://casa.metroscubicos.com/MLM-1424709652-casa-de-3-recamaras-en-privada-con-alberca-y-amenidades-_JM,"$3,350,000",Mérida,Temozon Norte,140 m²,200 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
1424703234,yucatán,ascala,https://casa.metroscubicos.com/MLM-1424703234-ascala-casa-de-2-recamaras-con-alberca-temozon-norte-_JM,"$3,050,000",Mérida,Temozon Norte,144 m²,224 m²,6,2,3,2,,0 años,,,,,,,,,,,,,,,,,,
1424136028,yucatán,casas,https://casa.metroscubicos.com/MLM-1424136028-casas-en-venta-en-cholul-yucatan-privada-macora-86-_JM,"$3,205,000",Mérida,Cholul,265 m²,207 m²,8,3,5,4,,,,,,,,,,,,,,,,,,,,
1424205392,yucatán,casa,https://casa.metroscubicos.com/MLM-1424205392-casa-en-venta-privada-callejones-de-chuburna-_JM,"$12,000,000",Mérida,Callejones De Chuburna,2806 m²,899 m²,10,4,6,9,,0 años,,,,,,,,,,,,,,,,,,
1424174121,yucatán,casa,https://casa.metroscubicos.com/MLM-1424174121-casa-en-venta-en-esquina-preferente-sobre-avenida-itzaes-_JM,"$5,400,000",Mérida,Merida Centro,552 m²,392 m²,9,5,4,6,,0 años,,,,,,,,,,,,,,,,,,
1424703880,yucatán,casa,https://casa.metroscubicos.com/MLM-1424703880-casa-de-3-recamaras-con-alberca-en-privada-zona-norte-de-_JM,"$4,560,000",Mérida,Temozon Norte,315 m²,285 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1424686406,yucatán,casa,https://casa.metroscubicos.com/MLM-1424686406-casa-en-venta-en-privada-zona-norte-de-merida-yucatan-_JM,"$6,010,000",Mérida,Santa Gertrudis Copo,225 m²,278 m²,10,4,5,2,,,,,,,,,,,,,,,,,,,,
1424219899,yucatán,conkal,https://casa.metroscubicos.com/MLM-1424219899-conkal-privada-zelena-casa-en-venta-frente-a-parque-_JM,"$3,275,000",Yucatán,Mérida,360 m²,224 m²,,3,3,4,,0 años,,,,,,,,,,,,,,,,,,
1425528837,yucatán,casas,https://casa.metroscubicos.com/MLM-1425528837-casas-residenciales-en-cholul-_JM,"$2,565,000",Mérida,Cholul,195 m²,195 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1424715558,yucatán,casa,https://casa.metroscubicos.com/MLM-1424715558-casa-en-venta-de-4-recamaras-dentro-de-privada-callejones-_JM,"$16,000,000",Mérida,Callejones De Chuburna,2807 m²,899 m²,12,4,6,9,,0 años,,,,,,,,,,,,,,,,,,
1424228829,yucatán,casa,https://casa.metroscubicos.com/MLM-1424228829-casa-en-venta-de-4-recamaras-en-privada-residencial-en-conka-_JM,"$3,370,000",Conkal,Conkal,300 m²,229 m²,10,4,5,2,,0 años,,,,,,,,,,,,,,,,,,
1424167588,yucatán,conkal,https://casa.metroscubicos.com/MLM-1424167588-conkal-casa-en-venta-privada-tamora-residencial-3-habitaciones-_JM,"$3,250,000",Yucatán,Mérida,292 m²,248 m²,,3,5,2,,0 años,,,,,,,,,,,,,,,,,,
1424077324,yucatán,venta,https://casa.metroscubicos.com/MLM-1424077324-venta-de-preciosas-residencias-en-privada-en-cholul-_JM,"$2,990,000",Mérida,Cholul,292 m²,169 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1424217897,yucatán,casa,https://casa.metroscubicos.com/MLM-1424217897-casa-en-venta-campestre-yucatan-_JM,"$8,900,000",Mérida,Campestre,1250 m²,850 m²,8,4,4,2,,49 años,,,,,,,,,,,,,,,,,,
1424693164,yucatán,casa,https://casa.metroscubicos.com/MLM-1424693164-casa-de-2-recamaras-con-alberca-en-el-centro-de-merida-_JM,"$5,450,000",Mérida,Merida Centro,301 m²,228 m²,5,2,2,,,0 años,,,,,,,,,,,,,,,,,,
1424721904,yucatán,casa,https://casa.metroscubicos.com/MLM-1424721904-casa-de-3-recamaras-con-alberca-en-privada-carretera-prog-_JM,"$4,422,600",Mérida,Xcanatun,321 m²,264 m²,7,3,4,2,,,,,,,,,,,,,,,,,,,,
1424227829,yucatán,casa,https://casa.metroscubicos.com/MLM-1424227829-casa-en-venta-privada-oasis-cholul-mod-225-_JM,"$3,141,500",Mérida,Cholul,200 m²,223 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1424170743,yucatán,casa,https://casa.metroscubicos.com/MLM-1424170743-casa-tipo-townhouse-en-venta-maruva-luxury-en-cholul-merida-_JM,"$2,760,000",Mérida,Cholul,88 m²,142 m²,5,2,2,2,,,,,,,,,,,,,,,,,,,,
1423543310,yucatán,casas,https://casa.metroscubicos.com/MLM-1423543310-casas-al-norte-de-merida-en-privada-idilia-_JM,"$1,410,000",Conkal,Conkal,148 m²,89 m²,4,2,1,1,,,,,,,,,,,,,,,,,,,,
1422900603,yucatán,casa,https://casa.metroscubicos.com/MLM-1422900603-casa-en-venta-merida-montebello-3-recamaras-_JM,"$6,300,000",Mérida,Montebello,409 m²,,17,3,3,3,2,0 años,0 MXN,,,,,,,,,,,,,,,,,
1426456797,yucatán,casa,https://casa.metroscubicos.com/MLM-1426456797-casa-en-condominio-pueblo-dzitya-_JM,"$2,800,000",MÃ©rida,Dzitya,235 mÂ²,,6,,,2,2,,0 MXN,,3,2,7 aÃ±os,,,,,,,,,,,,,
1426115209,yucatán,casa,https://casa.metroscubicos.com/MLM-1426115209-casa-residencial-en-san-diego-cutz-al-norte-de-merida-yucat-_JM,"$2,550,000",Conkal,Conkal,240 m²,178 m²,4,2,2,4,,0 años,,,,,,,,,,,,,,,,,,
1425942337,yucatán,town,https://casa.metroscubicos.com/MLM-1425942337-town-house-en-venta-en-cholul-merida-marenta-_JM,"$2,479,000",Yucatán,Mérida,126 m²,133 m²,,2,3,2,,2 años,,,,,,,,,,,,,,,,,,
1425743256,yucatán,casa,https://casa.metroscubicos.com/MLM-1425743256-casa-residencial-en-san-diego-cutz-al-norte-de-merida-yucat-_JM,"$3,595,000",Conkal,Conkal,480 m²,243 m²,9,4,4,3,,0 años,,,,,,,,,,,,,,,,,,
1425477685,yucatán,casa,https://casa.metroscubicos.com/MLM-1425477685-casa-en-venta-en-privada-san-remo-ubicada-en-altabrisa-_JM,"$3,800,000",Mérida,San Remo,216 m²,218 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
1424703874,yucatán,casa,https://casa.metroscubicos.com/MLM-1424703874-casa-de-3-recamaras-con-alberca-en-privada-zona-norte-de-_JM,"$4,550,000",Mérida,Temozon Norte,360 m²,257 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1424715684,yucatán,casa,https://casa.metroscubicos.com/MLM-1424715684-casa-de-3-recamaras-en-venta-privada-alberca-en-merida-_JM,"$2,575,000",Mérida,Cholul,200 m²,195 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1424589759,yucatán,casas,https://casa.metroscubicos.com/MLM-1424589759-casas-en-venta-en-privada-en-conkal-_JM,"$3,370,000",Conkal,Conkal,300 m²,229 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1424614715,yucatán,casa,https://casa.metroscubicos.com/MLM-1424614715-casa-ag-en-venta-en-privada-zelena-53-en-conkal-_JM,"$3,200,000",Conkal,Xcuyun,360 m²,224 m²,7,3,3,4,,0 años,,,,,,,,,,,,,,,,,,
1424239741,yucatán,casa,https://casa.metroscubicos.com/MLM-1424239741-casa-en-venta-privada-zendera-conkal-lote-113-_JM,"$3,100,000",Conkal,Conkal,292 m²,193 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1422825479,yucatán,casa,https://casa.metroscubicos.com/MLM-1422825479-casa-en-venta-en-la-colonia-maya-merida-yucatan-_JM,"$3,900,000",Mérida,Maya,465 m²,296 m²,7,3,4,3,,11 años,,,,,,,,,,,,,,,,,,
1426702157,yucatán,casas,https://casa.metroscubicos.com/MLM-1426702157-casas-orion-privilege-home-en-privada-soluna-temozon-norte-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,
1426663315,yucatán,casas,https://casa.metroscubicos.com/MLM-1426663315-casas-orion-privilege-home-en-privada-soluna-temozon-norte-_JM,"$3,991,994",Mérida,Temozon Norte,281 m²,205 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1426713238,yucatán,casa,https://casa.metroscubicos.com/MLM-1426713238-casa-en-venta-en-merida-privada-maruva-en-cholul-lote-74-ti-_JM,"$2,273,940",Mérida,Las Margaritas De Cholul,137 m²,106 m²,4,2,2,2,,,,,,,,,,,,,,,,,,,,
1426667505,yucatán,casa,https://casa.metroscubicos.com/MLM-1426667505-casa-en-venta-en-merida-privada-maruva-en-cholul-lote-71-ti-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,
1426272891,yucatán,casa,https://casa.metroscubicos.com/MLM-1426272891-casa-conkal-residencial-nadira-moedelo-lagom-vc-1793-_JM,"$3,080,000",YucatÃ¡n,Conkal,324 mÂ²,,,,,2,2,,1150 MXN,,3,3,0 aÃ±os,,,,,,,,,,,,,
1425761293,yucatán,casa,https://casa.metroscubicos.com/MLM-1425761293-casa-residencial-en-san-diego-cutz-al-norte-de-merida-yucat-_JM,"$3,495,000",Conkal,Conkal,480 m²,230 m²,6,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1425341929,yucatán,residencia,https://casa.metroscubicos.com/MLM-1425341929-residencia-en-venta-en-country-club-con-accion-del-club-_JM,"$18,800,000",MÃ©rida,Yucatan Country Club,1000 mÂ²,650 mÂ²,10,,,4,,,,,4,5,0 aÃ±os,,,,,,,,,,,,,
1424735861,yucatán,casa,https://casa.metroscubicos.com/MLM-1424735861-casa-de-3-recamaras-con-alberca-_JM,"$3,950,000",Mérida,Santa Gertrudis Copo,288 m²,251 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1423439259,yucatán,rancho,https://casa.metroscubicos.com/MLM-1423439259-rancho-agricola-en-yucatan-_JM,"$17,500,000",Yaxcaba,Tixcacaltuyub,4000000 mÂ²,1 mÂ²,,,,,,,,,,,0 aÃ±os,,,,,,,,,,,,,
1424107863,yucatán,residencias,https://casa.metroscubicos.com/MLM-1424107863-residencias-en-venta-en-cholul-yucatan-macora-86-_JM,"$3,220,000",Mérida,Cholul,265 m²,221 m²,10,4,6,4,,,,,,,,,,,,,,,,,,,,
1425037488,yucatán,casa,https://casa.metroscubicos.com/MLM-1425037488-casa-en-venta-gran-oportunidad-casa-de-remate-bancario-en-proceso-de-adjudicacion-proyecto-para-terminar-de-entrega-inmediata-_JM,"$2,600,000",Motul,Motul De Carrillo Puerto Centro,324 m²,291.98 m²,8,4,3,3,2,8 años,1100 MXN,Norte,,,,,1,,,,,,,,,,,
1424734457,yucatán,casa,https://casa.metroscubicos.com/MLM-1424734457-casa-en-privada-3-recamaras-en-zona-norte-de-merida-_JM,"$3,090,000",Mérida,Cholul,215 m²,214 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1424186852,yucatán,casa,https://casa.metroscubicos.com/MLM-1424186852-casa-venta-en-privada-la-reserva-conkal-cr4-_JM,"$5,250,000",Conkal,Conkal,600 m²,362 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1424193384,yucatán,casa,https://casa.metroscubicos.com/MLM-1424193384-casa-en-venta-villa-stella-norden-48-temozon-norte-_JM,"$3,350,000",Mérida,Temozon Norte,140 m²,200 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
1422785958,yucatán,casa,https://casa.metroscubicos.com/MLM-1422785958-casa-en-venta-en-merida-al-norte-altabrisa-_JM,"$2,950,000",Mérida,Altabrisa,198 m²,195 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
1423523730,yucatán,preciosa,https://casa.metroscubicos.com/MLM-1423523730-preciosa-casa-en-el-barrio-de-la-mejorada-_JM,"$16,500,000",Mérida,Merida Centro,560 m²,450 m²,9,4,4,,,0 años,,,,,,,,,,,,,,,,,,
1424742145,yucatán,casa,https://casa.metroscubicos.com/MLM-1424742145-casa-de-una-planta-en-santa-gertrudis-copo-_JM,"$7,900,000",Mérida,Santa Gertrudis Copo,1211 m²,470 m²,10,4,5,3,,11 años,,,,,,,,,,,,,,,,,,
1424693631,yucatán,casa,https://casa.metroscubicos.com/MLM-1424693631-casa-de-4-recamaras-en-privada-con-amenidades-_JM,"$5,550,000",Mérida,Chablekal,406 m²,268 m²,9,4,5,2,,0 años,,,,,,,,,,,,,,,,,,
1424205153,yucatán,casa,https://casa.metroscubicos.com/MLM-1424205153-casa-en-venta-privada-enuma-temozon-norte-mod-amura-_JM,"$3,742,649",Mérida,Temozon Norte,160 m²,259 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
1426551314,yucatán,norden,https://casa.metroscubicos.com/MLM-1426551314-norden-48-temozon-desde-1950000-_JM,"$2,250,000",Mérida,Temozon Norte,125 m²,125 m²,5,2,2,,,0 años,,,,,,,,,,,,,,,,,,
1426538266,yucatán,norden,https://casa.metroscubicos.com/MLM-1426538266-norden-48-temozon-desde-1950000-_JM,"$1,950,000",Mérida,Temozon Norte,125 m²,125 m²,5,2,2,,,0 años,,,,,,,,,,,,,,,,,,
1423570029,yucatán,townhouses,https://casa.metroscubicos.com/MLM-1423570029-townhouses-de-2-r-en-venta-en-conkal-_JM,"$2,480,701",Conkal,Conkal,127 m²,174 m²,5,2,2,2,,,,,,,,,,,,,,,,,,,,
1424174140,yucatán,casa,https://casa.metroscubicos.com/MLM-1424174140-casa-en-venta-privada-enuma-temozon-norte-mod-babilon-_JM,"$3,603,512",Mérida,Temozon Norte,159 m²,254 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
1423643037,yucatán,venta,https://casa.metroscubicos.com/MLM-1423643037-venta-de-casa-una-planta-en-privada-canaria-_JM,"$2,680,000",Conkal,Conkal,297 m²,190 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1423604674,yucatán,casa,https://casa.metroscubicos.com/MLM-1423604674-casa-en-venta-de-una-planta-en-la-privada-canaria-_JM,"$2,680,000",Conkal,Conkal,297 m²,190 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1423433290,yucatán,venta,https://casa.metroscubicos.com/MLM-1423433290-venta-de-casa-en-ciudad-caucel-almendros-en-avenida-principal-_JM,"$1,950,000",Mérida,Pedregales De Ciudad Caucel,179 m²,223 m²,,3,2,2,,10 años,,,,,,,,,,,,,,,,,,
1424180481,yucatán,casa,https://casa.metroscubicos.com/MLM-1424180481-casa-en-venta-barreto-centro-_JM,"$5,450,000",Mérida,Merida Centro,301 m²,228 m²,5,2,2,,,0 años,,,,,,,,,,,,,,,,,,
1424692418,yucatán,privada,https://casa.metroscubicos.com/MLM-1424692418-privada-altozano-casa-residencial-con-acabados-de-lujo-en-venta-_JM,"$3,200,000",Yucatán,Mérida,180 m²,206 m²,,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1424193261,yucatán,casa,https://casa.metroscubicos.com/MLM-1424193261-casa-en-venta-privada-amidanah-temozon-mod-a-_JM,"$4,550,000",Mérida,Temozon Norte,315 m²,257 m²,7,3,3,3,,,,,,,,,,,,,,,,,,,,
1424199626,yucatán,casa,https://casa.metroscubicos.com/MLM-1424199626-casa-en-venta-privada-amidanah-temozon-mod-d-_JM,"$4,250,000",Mérida,Temozon Norte,339 m²,235 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1424709427,yucatán,casa,https://casa.metroscubicos.com/MLM-1424709427-casa-de-3-recamaras-en-privada-_JM,"$2,965,000",Mérida,Dzitya,275 m²,196 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1424199583,yucatán,casa,https://casa.metroscubicos.com/MLM-1424199583-casa-en-venta-privada-soluna-temozon-norte-casa-murano-_JM,"$6,500,000",Mérida,Temozon Norte,376 m²,535 m²,8,3,4,3,,,,,,,,,,,,,,,,,,,,
1425529253,yucatán,casa,https://casa.metroscubicos.com/MLM-1425529253-casa-de-una-planta-en-preventa-en-la-privada-inara-cholul-yu-_JM,"$4,200,000",Mérida,Cholul,390 m²,244 m²,8,3,4,2,,,,,,,,,,,,,,,,,,,,
1424217729,yucatán,casa,https://casa.metroscubicos.com/MLM-1424217729-casa-en-venta-privada-enuma-temozon-norte-mod-tiara-_JM,"$4,075,821",Mérida,Temozon Norte,160 m²,288 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
1423523913,yucatán,casas,https://casa.metroscubicos.com/MLM-1423523913-casas-en-venta-de-1-piso-en-privada-residencial-_JM,"$3,990,000",Mérida,Tamanche,452 m²,175 m²,5,2,2,2,,,,,,,,,,,,,,,,,,,,
1424125747,yucatán,residencia,https://casa.metroscubicos.com/MLM-1424125747-residencia-en-venta-privada-palta-cholul-yucatan-_JM,"$3,655,000",Mérida,Cholul,382 m²,214 m²,9,4,4,2,,,,,,,,,,,,,,,,,,,,
1424193275,yucatán,casa,https://casa.metroscubicos.com/MLM-1424193275-casa-en-venta-privada-planicie-altozano-_JM,"$4,300,000",Mérida,Tamanche,298 m²,238 m²,7,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1424713937,yucatán,caucel,https://casa.metroscubicos.com/MLM-1424713937-caucel-casa-en-esquina-de-3-habitaciones-_JM,"$1,050,000",Yucatán,Mérida,200 m²,86 m²,,3,2,2,,7 años,,,,,,,,,,,,,,,,,,
1424239819,yucatán,townhouse,https://casa.metroscubicos.com/MLM-1424239819-townhouse-en-venta-privada-el-origen-xcanatun-_JM,"$3,464,500",Mérida,Xcanatun,210 m²,210 m²,7,3,3,3,,,,,,,,,,,,,,,,,,,,
1424221444,yucatán,remato,https://casa.metroscubicos.com/MLM-1424221444-remato-para-remodelar-son-2-plantas-5-recamaras-solo-contado-o-credito-bancario-_JM,"$470,000",Mérida,Meliton Salazar,115 m²,115 m²,8,5,2,,2,50 años,0 MXN,,,,,,,,,,,,,,,,,
1424728498,yucatán,casa,https://casa.metroscubicos.com/MLM-1424728498-casa-de-una-planta-en-privada-en-preventa-_JM,"$6,545,000",Mérida,Cholul,650 m²,326 m²,8,3,4,3,,,,,,,,,,,,,,,,,,,,
1424193278,yucatán,casa,https://casa.metroscubicos.com/MLM-1424193278-casa-en-venta-privada-arborea-conkal-41-_JM,"$4,750,000",Conkal,Conkal,510 m²,295 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
1424174214,yucatán,casa,https://casa.metroscubicos.com/MLM-1424174214-casa-en-venta-privada-oasis-cholul-mod-220-_JM,"$2,921,500",Mérida,Cholul,200 m²,219 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1424205125,yucatán,townhouse,https://casa.metroscubicos.com/MLM-1424205125-townhouse-en-venta-privada-maruva-cholul-_JM,"$2,630,000",Mérida,Cholul,88 m²,142 m²,5,2,2,2,,,,,,,,,,,,,,,,,,,,
1424193256,yucatán,casa,https://casa.metroscubicos.com/MLM-1424193256-casa-en-venta-privada-amidanah-temozon-mod-c-_JM,"$4,760,000",Mérida,Temozon Norte,315 m²,307 m²,9,4,4,3,,,,,,,,,,,,,,,,,,,,
1424199763,yucatán,casa,https://casa.metroscubicos.com/MLM-1424199763-casa-en-venta-privada-astoria-47-temozon-_JM,"$6,150,000",Mérida,Temozon Norte,323 m²,288 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1424266483,yucatán,recamara,https://casa.metroscubicos.com/MLM-1424266483-recamara-planta-baja-bardeada-terraza-mirador-entrega-inmediata-_JM,"$1,900,000",Mérida,Sol Caucel,160 m²,120 m²,,2,1,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1425032571,yucatán,margaritas,https://casa.metroscubicos.com/MLM-1425032571-margaritas-190-excelentes-residencias-en-venta-al-norte-de-merida-en-privada-junto-a-citadella-a-unos-pasos-del-periferico-y-la-isla-_JM,"$4,547,000",Mérida,Santa Gertrudis Copo,303 m²,,,3,5,2,2,0 años,0 MXN,,,,,,,,,,,,,,,,,
1424217816,yucatán,casa,https://casa.metroscubicos.com/MLM-1424217816-casa-en-venta-privada-amidanah-temozon-mod-b-_JM,"$4,560,000",Mérida,Temozon Norte,315 m²,285 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1423386412,yucatán,conkal,https://casa.metroscubicos.com/MLM-1423386412-conkal-casa-residencial-en-venta-privada-estela-nativa-_JM,"$2,139,000",Yucatán,Mérida,222 m²,122 m²,,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1424708422,yucatán,casa,https://casa.metroscubicos.com/MLM-1424708422-casa-de-lujo-completamente-amueblada-en-privada-_JM,"$11,950,000",Mérida,Santa Rita Cholul,1092 m²,726 m²,13,5,5,3,,5 años,,,,,,,,,,,,,,,,,,
1424227843,yucatán,casa,https://casa.metroscubicos.com/MLM-1424227843-casa-en-venta-privada-risco-altozano-mod-b-_JM,"$3,400,000",Mérida,Tamanche,179 m²,207 m²,7,3,3,,,0 años,,,,,,,,,,,,,,,,,,
1424205233,yucatán,casa,https://casa.metroscubicos.com/MLM-1424205233-casa-en-venta-privada-arborea-conkal-lote-11-_JM,"$4,750,000",Conkal,Conkal,407 m²,246 m²,7,3,3,,,,,,,,,,,,,,,,,,,,,
1423566597,yucatán,conkal,https://casa.metroscubicos.com/MLM-1423566597-conkal-casa-en-privada-santa-cruz-de-4-habitaciones-_JM,"$3,450,000",Yucatán,Mérida,400 m²,265 m²,,4,6,2,,3 años,,,,,,,,,,,,,,,,,,
1424227241,yucatán,chicxulub,https://casa.metroscubicos.com/MLM-1424227241-chicxulub-puerto-townhouse-ubicado-a-400mts-de-la-playa-en-venta-_JM,"$3,300,000",Yucatán,Mérida,115 m²,130 m²,,2,3,2,,1 años,,,,,,,,,,,,,,,,,,
1424227783,yucatán,casa,https://casa.metroscubicos.com/MLM-1424227783-casa-en-venta-privada-loreto-cittadela-cholul-mod-c2-_JM,"$13,890,000",Mérida,Cholul,693 m²,413 m²,8,3,5,3,,,,,,,,,,,,,,,,,,,,
1423905986,yucatán,conkal,https://casa.metroscubicos.com/MLM-1423905986-conkal-casa-estela-nativa-en-venta-2-habitaciones-y-area-home-office-_JM,"$1,909,000",Yucatán,Conkal,222 m²,109 m²,,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1425298807,yucatán,se,https://casa.metroscubicos.com/MLM-1425298807-se-remata-casa-con-alberta-en-merida-a-2-minutos-de-the-harbor-_JM,"$3,131,000",Mérida,Hacienda Dzodzil,410 m²,,,5,4,3,2,15 años,29 MXN,,,,,,,,,,,,,,,,,
1422827298,yucatán,en,https://casa.metroscubicos.com/MLM-1422827298-en-venta-casa-en-susula-xoclan-2-plantas-y-2-recamaras-_JM,"$1,665,000",Mérida,Xoclan,177 m²,332 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1426102005,yucatán,venta,https://casa.metroscubicos.com/MLM-1426102005-venta-de-casa-en-privada-nortemerida-_JM,"$7,300,000",Mérida,Komchen,439 m²,365 m²,9,4,4,4,,0 años,,,,,,,,,,,,,,,,,,
1424751195,yucatán,fracc,https://casa.metroscubicos.com/MLM-1424751195-fracc-vega-del-mayab-conkal-casa-recien-renovadaen-venta-_JM,"$580,000",Yucatán,Mérida,80 m²,72 m²,,2,1,1,,4 años,,,,,,,,,,,,,,,,,,
1424193189,yucatán,casa,https://casa.metroscubicos.com/MLM-1424193189-casa-en-venta-temozon-norte-_JM,"U$S1,250,000",Mérida,Temozon Norte,2781 m²,993 m²,9,4,5,4,,0 años,,,,,,,,,,,,,,,,,,
1424248514,yucatán,casa,https://casa.metroscubicos.com/MLM-1424248514-casa-en-pre-venta-en-nadira-conkal-_JM,"$2,780,000",Conkal,Conkal,320 m²,190 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1424223914,yucatán,casa,https://casa.metroscubicos.com/MLM-1424223914-casa-en-venta-privada-risco-altozano-mod-a-_JM,"$3,016,000",Mérida,Tamanche,178 m²,186 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
1423868099,yucatán,casa,https://casa.metroscubicos.com/MLM-1423868099-casa-en-venta-en-conkalyucatan-_JM,"$2,300,000",Conkal,Conkal,308 mÂ²,185 mÂ²,5,,,2,,,,,2,2,,,,,,,,,,,,,,
1425454732,yucatán,casa,https://casa.metroscubicos.com/MLM-1425454732-casa-tipo-townhouses-tanah-boutique-living-en-temozon-norte-_JM,"$3,100,000",Mérida,Temozon Norte,115 m²,184 m²,5,2,3,2,,0 años,,,,,,,,,,,,,,,,,,
1424180383,yucatán,casa,https://casa.metroscubicos.com/MLM-1424180383-casa-en-venta-privada-tamora-conkal-mod-p-_JM,"$3,370,000",Conkal,Conkal,300 m²,180 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1423413801,yucatán,casas,https://casa.metroscubicos.com/MLM-1423413801-casas-en-venta-en-privada-residencial-en-conkal-lista-para-e-_JM,"$3,200,000",Conkal,Conkal,360 m²,290 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1426273377,yucatán,casa,https://casa.metroscubicos.com/MLM-1426273377-casa-en-venta-en-itzimna-_JM,"$24,000,000",Mérida,Itzimna,3000 m²,750 m²,,5,7,,,,,,,,,,,,,,,,,,,,,
1424239764,yucatán,casa,https://casa.metroscubicos.com/MLM-1424239764-casa-en-venta-gran-san-pedro-cholul-mod-guayacan-plus-_JM,"$1,978,000",Mérida,San Pedro Cholul,201 m²,161 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
